title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
State Council issues overall plans for six new pilot FTZs,https://english.www.gov.cn/policies/latestreleases/201908/26/content_WS5d63c4a2c6d0c6695ff7f4e4.html,2019-08-26,True,"environment, environmental","The State Council has approved the overall development plans for six new pilot free trade zones (FTZ), according to a circular issued on Aug 26.
The six new pilot free trade zones, located in Shandong, Jiangsu, Guangxi, Hebei, Yunnan, and Heilongjiang, are required to build themselves into new highlands of reform and opening-up in the new era, according to the plans.
With three to five years of development, these zones will match international advanced standards; facilitate the transformation of economic development quality, efficiency, and momentum; and build high-quality free trade zones with convenient investment and trade, sound financial services, and efficient supervision.
Land development and use in these FTZs must comply with laws and regulations on land use, environmental protection, and urban-rural development planning, and should be in accordance with requirements on land saving and intensive use.
According to the plans, all six new zones are required to accelerate the transformation of government functions. They will strive to build a world-class business environment by expanding the reform of business systems and promoting the reform of decoupling business licenses from operation permits in all pilot free trade zones.
They will expand the reform in investment fields by further advancing investment liberalization and facilitation, and improving investment promotion and protection mechanisms.
Efforts will be made to promote trade transformation and upgrading. And the building of a ""single-window"" system for international trade that matches international advanced standards will be advanced.
The zones are also asked to expand opening-up and innovation in the financial sector.
Innovation-driven development and the development of high-tech and emerging industries are also stressed in the plans.
Besides these common tasks, based on their strategic positioning and locations, each FTZ has its own specific development goals.
China (Shandong) Pilot Free Trade Zone will develop the high-quality marine economy, improve international cooperation in this field, and enhance shipping service capacity. The zone will also explore ways to deepen economic cooperation with Japan and the Republic of Korea.
China (Jiangsu) Pilot Free Trade Zone will accelerate the construction of a high-quality Belt and Road intersection to enhance cooperation with countries and regions involved in the initiative. The zone will also step up cooperation with provinces and cities in the Yangtze River Economic Belt and the Yangtze River Delta to promote regional integrated development.
With its unique geographic advantages in bordering with the neighboring members of the Association of Southeast Asian Nations (ASEAN), China (Guangxi) Pilot Free Trade Zone will build itself into an international land and sea trade corridor with ASEAN as the main trade partner, and an important gateway linking the 21st Century Maritime Silk Road and the Silk Road Economic Belt. The zone will also serve as the financial opening-up gateway for ASEAN.
China (Hebei) Pilot Free Trade Zone will promote the coordinated development of Beijing, Tianjin and Hebei; lead the high-quality development of Xiongan New Area by adopting financial innovation and digital technologies; undertake the noncapital functions of Beijing and the commercialization of technological achievements from Beijing and Tianjin.
China (Yunnan) Pilot Free Trade Zone will strive to build an important corridor interconnecting the Belt and Road Initiative and the Yangtze River Economic Belt. It also aims at becoming an opening-up frontier linking China and South and Southeast Asian countries. The zone plans to build a world-class healthy lifestyle destination by introducing high-end medical resources from home and abroad.
One of China (Heilongjiang) Pilot Free Trade Zone's key tasks is to promote the revitalization of Northeast China. The zone will cultivate new growth drivers by supporting the development of emerging industries such as high-end equipment, smart manufacturing and new energy, and offering incentives for commercialization of technological achievements. It also will build itself into a cooperation hub between China and Russia as well as the Northeast Asian region.",61,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
New policy package announced to boost consumption,https://english.www.gov.cn/policies/latestreleases/201908/27/content_WS5d652c14c6d0c6695ff7f5bb.html,2019-08-27,True,environment,"The State Council recently issued a policy package, rolling out 20 measures to beef up consumption, in a bid to step up the healthy development of national economy.
Emerging business types will develop with further help. Cutting-edge information technologies, highlighting big data, cloud computing, and mobile network, should be widely applied, with a new slew of platforms, business types, and business modes to mushroom.
Distribution firms seek innovation and upgrading. Offline business entities should introduce new business philosophies, technologies, and designs.
Commercial pedestrian zones need to be further upgraded. Local governments can support reconstruction projects regarding the infrastructure, traffic facilities, information platforms, and credit systems. And premium and digitalized management services should forge ahead.
Smart convenience chain stores will pirouette and develop with household names and brands, with streamlining administration and delegating powers constantly deepened.
Handy service facilities for residents will be further optimized, with Internet Plus Communities - public service platforms - to be established. And nongovernmental organizations are encouraged to provide social services.
Rural circulation systems should develop with high efficiency, with rural circulation facilities upgraded and e-commerce widely available. And Internet Plus agricultural products will enjoy bigger urban market shares with government support.
Exports will enjoy easier access to domestic markets. Products, either for exporting or importing, should be of the identical quality, conforming to the same standards.
Consumers' demands for premium export products will be further satisfied. And bonded demonstration and transaction platforms are allowed to be established within special customs regulation zones.
Consumption potential will be tapped, with restrictions on car purchases to be eased, in a bid to support auto sales.
Green smart commodities will enjoy trade-in services. Distribution enterprises, if qualified, are allowed to recycle obsolete electronic products.
Night businesses and markets call for more vitality, with longer business hours permitted and late-night business zones allowed to operate.
Holiday consumption will enjoy larger space, with normalized consumption venues and special consumption fairs to be established.
Marketing platforms for products with branded products should be established, in a bid to help domestic brands gain popularity and facilitate industrial upgrading.
Distribution enterprises will see a reduction in their cost. Industrial and commercial power utilization will be priced the same.
Distribution companies are encouraged to engage in research, development, and innovation. And advanced logistics equipment makers will develop with solid support.
Petroleum products will enjoy easier market access. roval procedures for petroleum business qualifications will be annulled, and related regulation for petroleum products circulation will be strengthened.
Fiscal capitals will play a bigger role to navigate consumption expansion, which applies to financial support as well.
Market circulation environment will be further optimized, with more efforts taken to consolidate the construction of consumption credit systems.",61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Govt rolls out key tasks on administration streamlining for better business environment,https://english.www.gov.cn/policies/latestreleases/201908/12/content_WS5d512edec6d0c6695ff7e98e.html,2019-08-12,True,environment,"China will step up efforts on all fronts to optimize its business environment through administration reform, said a circular issued by the State Council on Aug 12.
The circular, as a follow-up to a national teleconference on the issue addressed by Premier Li Keqiang on June 25, laid out key tasks for the National Development and Reform Commission, Ministry of Commerce, Ministry of Finance, State Administration for Market Regulation, and other related departments.
Among the tasks, market access will be further eased with a shorter negative list, and no restrictions are allowed beyond the list.
Led by the National Development and Reform Commission and the Ministry of Commerce, revision of the new negative list for market access will be completed by the end of September.
In 2019, more administrative permits will be cut at the central and local levels, and the scope, conditions, and procedures of the remaining ones will be clarified and simplified.
For industrial products, the government will reduce more than 50 percent of production permits in 2019, and more than 30 types of products will be removed from compulsory certification by the end of October.
Meanwhile, complicated or trivial qualification certificates will be sorted out and merged, and the number of vocational qualifications will be reduced by more than half by the end of 2020.
At the department level, administrative approval items, including filing, registration, annual examination, and recognition will be checked and reduced.
The reform of separating permits from business licenses will be continued, with focus on cutting the number of certificates after granting the licenses. By the end of this year, pilot reform on the separation of business licenses and operating permits will cover all pilot free trade zones.
The time needed for starting a business will be further cut to within five working days or three working days in qualified regions by the end of this year. And the exit mechanism for market entities will be further improved by encouraging local governments to establish an integrated online platform by the end of August.
The circular also urged related departments to work out and publish a set of national unified, clear and easy-to-enforce supervision regulations and standards, while regulating and revising those with unclear boundaries, in a bid to ensure impartial regulation.
Government departments are required to improve service awareness and standards, greatly enhance the service efficiency and simplify the service procedures.
It also urges related departments to act fast to draw up a regulation on improving the business climate, providing legal support for creating a better business environment.",61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
China to build Shenzhen into socialist demonstration area,https://english.www.gov.cn/policies/latestreleases/201908/18/content_WS5d5957f4c6d0c6695ff7eee2.html,2019-08-18,True,environment,"BEIJING — China will build the southern city of Shenzhen into a pilot demonstration area of socialism with Chinese characteristics, a document said on Aug 18.
The building of the demonstration area will help deepen reform and expand opening-up comprehensively, according to the document issued by the Communist Party of China Central Committee and the State Council.
It is also conducive to the implementation of the Guangdong-Hong Kong-Macao Greater Bay Area plan and the fulfillment of the Chinese dream of national rejuvenation.
By 2025, Shenzhen will become one of the leading cities in the world in terms of economic strength and quality of development. Its research and development input, industrial innovation capacity, and the quality of its public services and ecological environment will be first-rate in the world, according to the document.
By 2035, Shenzhen will become a national model of high-quality development, as well as a hub of innovation, entrepreneurship and creativity with international influence.
By mid-21st century, the city will become one of the top cosmopolis in the world and a global pacesetter with outstanding competitiveness, innovative capacity and influence, said the document.
International talent with Chinese permanent residence permits will be allowed to set up sci-tech companies and act as legal representatives of scientific research institutions in Shenzhen.
Great efforts will be made to promote the development of emerging industries with strategic importance, and set up a prudent and inclusive supervision system with greater flexibility, the document said.
Shenzhen will also vigorously develop new industries including the intelligent economy and the healthcare industry, and support the research on digital currency and the application of innovations such as mobile payment.
The city will establish a maritime university and a national deep sea research center, and explore the establishment of a maritime development bank.
Shenzhen, a major city in South China's Guangdong province, is the country's first special economic zone. It has a population of about 13 million and its gross domestic product hit 2.42 trillion yuan (about $346 billion) in 2018, up 7.6 percent year-on-year.",61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council reshuffles group on govt function transformation,https://english.www.gov.cn/policies/latestreleases/201908/02/content_WS5d43f01fc6d0c6695ff7e214.html,2019-08-02,True,environment,"The State Council decided to reshuffle the panel of the coordinating group on transforming government functions and promoting administrative reform, according to a circular on Aug 2.
The panel will be led by Vice-Premier Han Zheng, with State Councilors Wang Yong and Xiao Jie, who is also the secretary-general of the State Council, as deputy heads.
Xiao Jie will also serve as the office administrator.
The group includes heads and deputy heads of groups focusing on streamlining administrative examination and approval, optimizing the business environment, encouraging entrepreneurship and innovation, deepening reform of the commercial system, and improving social services.
Heads of the comprehensive group and groups that provide legal protection and conduct inspections, along with heads and deputy heads of expert groups, are also members.",62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Platform economy to be promoted,https://english.www.gov.cn/policies/latestreleases/201908/08/content_WS5d4bdd9bc6d0c6695ff7e685.html,2019-08-08,True,environment,"The State Council released a circular on Aug 8 to promote the stable and healthy development of the platform economy.
The platform economy, as a new growth engine and way of organizing production, has contributed to the optimization of resources, upgrading of industries, expansion of consumption, and the creation of jobs, the circular said.
To further optimize market entry conditions, the circular said efforts should be made to facilitate registration for market entities involved in the platform economy, and to set reasonable industry access regulations and permits.
Regulations should be consistent with new business models and be conducive to fair competition, the circular said, while calling for the implementation of Internet Plus regulations.
To cultivate new growth points, new business models in the platform economy such as Internet Plus service industry, Internet Plus production and Internet plus entrepreneurship and innovation will also be encouraged, according to the circular.
5G and construction of the latest information infrastructure should also be strengthened, the circular said.
It also called for an optimized development environment for the platform economy, with data sharing between government departments and platform companies set to be enhanced, and an improved social credit system.
Legal rights of market players in the platform economy will be protected, the circular said.",62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China enhances auditing to evaluate officials’ performance in fulfilling economic responsibilities,https://english.www.gov.cn/policies/latestreleases/201907/16/content_WS5d2d6f88c6d0f80abb39dc92.html,2019-07-16,True,environment,"BEIJING — China has issued a revised regulation on auditing economic responsibilities of government and Communist Party officials and managers of State-owned enterprises.
According to a statement published by the General Offices of the Communist Party of China (CPC) Central Committee and the State Council on July 15, the auditing is to strengthen the evaluation of the performance of officials in fulfilling their economic responsibilities.
The auditing covers all government and Party officials from township level to provincial and ministerial level, as well as legal representatives of State-owned enterprises and enterprises, including financial institutions, in which State-owned capital holds a controlling or dominant position.
Economic responsibilities prescribed in the regulation include carrying out economic policies, making decisions and arrangements, promoting economic and social development, managing public funds, State-owned assets and State-owned resources, as well as preventing and controlling major economic risks.
According to the regulation, officials shall bear direct responsibility for acts resulting in the loss and waste of public funds, State-owned assets and State-owned resources, causing damage to the ecological environment, and harming the public interests.
Additionally, the results of auditing are to be reported, and an accountability system will be established. The results will also be used as references in performance evaluation, promotion, rewarding and punishment of officials.
The regulation is a revised version of the one published in October 2010 and has taken effect since July 7.",62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"State Council measures to enhance people’s fitness, health",https://english.www.gov.cn/policies/latestreleases/201907/15/content_WS5d2c6f8fc6d05cbd94d67a02.html,2019-07-15,True,environment,"The State Council’s General Office has published a guideline on measures to implement the Healthy China 2030 Initiative, jointly issued by the Central Committee of the Communist Party of China and the State Council.
Against a backdrop of continuous progress of industrialization, urbanization, and population aging, cardiovascular and cerebrovascular diseases, cancers, chronic respiratory diseases, diabetes and other conditions have risen to become major causes of death, taking up 88 percent, and occupying more than 70 percent of the financial burden induced by disease.
Meanwhile hepatitis, tuberculosis, AIDS and other infectious diseases remain an unsolved problem for prevention and control systems.
According to the document, a system for health promotion policies should take early form by 2020. Consequently, national health should see substantial improvement by 2030, with healthy lifestyles widely promoted.
Notions regarding health promotion will have national dissemination, and multiple media channels including regional TV stations will be encouraged to provide related programs.
Balanced diets, with stress on reduction in salts, fats and sugars, will also be widely popularized.
The government will take action to launch extensive mass fitness programs nationwide. Fitness organizations will be accessible to all communities, and 15-minute fitness circles will be established, with public sports facilities becoming either cheaper or free.
A tobacco control movement will come into effect soon. Great efforts will be taken to improve psychological health and a health-friendly environment will be built, with quality of the drinking water for residents undergoing obvious improvements.
The government will also apply itself to enhance maternal and child care, health of students in elementary and middle schools, seniors and employees in general, highlighting prevention of pneumoconiosis and other diseases induced by occupation.
Additionally, another slew of concurrent movements will take on great importance, featuring the prevention and cure for cardiovascular and cerebrovascular diseases, cancers, chronic respiratory diseases, diabetes, infectious diseases and endemics.",63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guidelines on rural industry revitalization released,https://english.www.gov.cn/policies/latestreleases/201906/28/content_WS5d22a656c6d03ce678799f78.html,N/A,True,environment,"
Guidelines on rural industry revitalization released
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Guidelines on rural industry revitalization released





Updated:
Jun 28,2019 9:19 PM
	    english.gov.cn










The State Council on June 28 released a document outlining guidelines on promoting rural industry revitalization.The document calls for efforts to develop rural industries with unique local features, give full play to the decisive role of the market in allocating resources, conserve natural resources and protect the environment. The development of whole industrial and value chains should be accelerated, and secondary and tertiary industries depending on rural resources should be supported in rural areas to create profits and jobs for villagers. It also sets goals to achieve a remarkable share of added value of rural primary, secondary and tertiary industries in county-level GDP within five to 10 years, building a complete rural industrial system with widening access to profits for rural residents. According to the guidelines, modern planting and breeding industries should be enhanced, and the special protection mechanism for permanent farmlands should be delivered with more high-standard farmlands built. Meanwhile, efforts should be made to develop planting and breeding industries with local characteristics and intensify the protection of local resources. Major-grain producing regions with distinctive agricultural products should be encouraged to develop their farm product processing industries. Rural tourism, the new rural service industry, and Internet Plus modern agriculture with big data will also be promoted. The industrial layout of rural areas should be well planned, eligible areas should build township-centric industrial clusters, and urban infrastructures and basic public service should be extended to rural areas, said the guidelines. The guidelines also pledged more funds, technologies and talent for poverty-stricken regions to consolidate and expand industry-based poverty relief. It also asks for more efforts to promote the integrated development of rural industries and an increase in industrial aggregation forces.The green quality standard system for farm products will be refined and standard manufacturing will be promoted, it said, adding that agricultural brands will be fostered and the protection and use of agricultural resources will be strengthened. It also requires work to upgrade innovation and entrepreneurship, and to encourage migrant workers, graduates of vocational colleges, veterans, and technology staffers to return home. The fiscal mechanism, financial services, and guarantee of land and talent will be improved to support the revitalization drive. 







RELATED STORIES



China eyes digital rural development 

Senior official stresses revitalization of rural China

Rural revitalization key to growth and consumption 








SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
New negative list to further encourage foreign investment,https://english.www.gov.cn/policies/latestreleases/201907/09/content_WS5d247a78c6d03ce67879a283.html,2019-07-09,True,"environment, environmental","A new negative list for foreign investment prior to entry in China is cutting the number of prohibited sectors and subsectors to 40 from 190 in 2013, the fifth time the list has been shortened in the last six years.
Called the Special Administrative Measures (Negative list) for Access of Foreign Investment (2019 Revision), the list was published by the National Development and Reform Commission on June 30 and will be implemented on July 30.
The new revision is aimed at easing curbs on foreign investment and widening access for foreign investment to agriculture, mining, manufacturing and service industries.
Any foreign market entity that’s not on the list can enter the country’s market on an equal footing with Chinese firms, a principle being strictly implemented by the Ministry of Commerce.
MOFCOM is eliminating all restrictions other than those on the negative list and will continue to simplify the approval process for foreign-invested enterprises and delegate the power of approval to lower-level governments, said Tang Wenhong, head of the Department of Foreign Investment Administration at MOFCOM.
China shortened the negative list last year, easing curbs on 22 sectors including automobiles, general aviation, banking, securities and insurance. The number then shrank to 48, with three-fourths of 2011’s list canceled.
Meng Wei, spokesman for the NDRC, said the negative list is intended to simplify instead of adding extra rules. He noted the country is looking to completely cancel all restrictive rules not on the negative list before 2019 ends, and will implement more encouraging measures for industries where foreign investment has flown, especially in central and western China. Services for major foreign-funded projects will be continued.
The international community is paying close attention to the release of the negative list. Reuters commented on the move, saying China never stalls on its way to further open up. United Press International said this marks a significant change amid China’s reform on key industries, for which it will allow more foreign investment to come in.
Since the 19th National Congress of the CPC, China has been implementing policies of high-quality development to liberalize and facilitate investment, in efforts to build up all-around opening-up.
According to a recent report from the United Nations Conference on Trade and Development, cross-border direct investment global-wise has fallen for three consecutive years from $1.9 trillion in 2015 to $1.3 trillion in 2018, the lowest since the financial crisis in 2008. This has posed challenges for all countries in attracting foreign investment.
In 2018, China’s foreign trade reached a record high despite a global atmosphere where foreign investment is shrinking overall, said Chu Shijia, director of the Comprehensive Department at the MOFCOM.
He pointed out China’s foreign trade and investment have maintained steady growth on the basis of last year’s high volume, indicating great resilience in China’s economy.
On the whole, there are grounds for China’s foreign trade and investment to sustain and grow steadily, he added, mentioning this will be the case in the future as well.
Gao Feng, spokesman for the MOFCOM, said the 2018 negative list has been implemented in various areas, especially pilot free trade zones, and received high recognition as it significantly improved the transparency of foreign investment, as well as facilitated and standardized operations. He also noted the market’s innovation vitality and forces to drive economic development were further stimulated by a better business environment.
Published at the same time were two other indicators of China’s opening-up: The Catalogue of Encouraged Foreign Investment Industries (2019 Revision) and the Catalogue of Advantageous Industries for Foreign Investment in Central and West China. They are listed to boost intensive measures to attract foreign investment in fields such as modern farming, advanced manufacturing, high-tech, energy saving and environmental protection, as well as the modern service industry.
Meanwhile, the newly enacted Foreign Investment Law will guarantee a stronger legal base for foreign investment. MOFCOM is coordinating existing laws, regulations and normative documents to go in line with it. Provisions that are inconsistent with the Foreign Investment Law will be abolished or revised, so as to ensure successful implementation of the law on Jan 1.",63,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
